ID,S_ID,Case Number,Description,District,Ward,FBI Code,Year
1337467,23424,G020249,VIOLATE ORDER OF PROTECTION,8.0,,26,2001.0
1337468,23425,G035335,$500 AND UNDER,18.0,,6,2001.0
1337469,23426,G036723,AUTOMOBILE,25.0,,7,2001.0
1337470,23427,G035777,TO PROPERTY,6.0,,14,2001.0
1337471,23428,G036725,ATTEMPT FORCIBLE ENTRY,16.0,,5,2001.0
1337472,23429,G035794,FORCIBLE ENTRY,5.0,,5,2001.0
1337473,23430,G035866,SIMPLE,17.0,,08B,2001.0
1337476,23431,G035106,AGGRAVATED: OTHER FIREARM,10.0,,04A,2001.0
1337477,23432,G035356,FORCIBLE ENTRY,4.0,,5,2001.0
1337479,23433,G036708,$500 AND UNDER,17.0,,6,2001.0
1337481,23434,G035451,TO VEHICLE,25.0,,14,2001.0
1337482,23435,G006071,CALL OPERATION,24.0,,16,2001.0
1337483,23436,G034504,FORCIBLE ENTRY,4.0,,5,2001.0
1337484,23437,G034877,AUTOMOBILE,15.0,,7,2001.0
1337485,23438,G036468,STRONGARM - NO WEAPON,5.0,,3,2001.0
1337486,23439,G034651,AUTOMOBILE,25.0,,7,2001.0
1337488,23440,G035505,OVER $500,2.0,,6,2001.0
1337489,23441,G035884,SIMPLE,17.0,,08A,2001.0
1337490,23442,G033920,SIMPLE,3.0,,08B,2001.0
1337492,23443,G034775,ARMED: HANDGUN,14.0,,3,2001.0
1337493,23444,G026528,SIMPLE,8.0,,08B,2001.0
1337494,23445,G035305,TO STATE SUP PROP,2.0,,14,2001.0
1337495,23446,G034571,OTHER CRIME INVOLVING PROPERTY,24.0,,26,2001.0
1337496,23447,G035944,AUTOMOBILE,24.0,,7,2001.0
1337497,23448,G036734,TO VEHICLE,14.0,,14,2001.0
1337498,23449,G014944,POSS: CRACK,25.0,,18,2001.0
1337499,23450,G034863,ATTEMPT: STRONGARM-NO WEAPON,10.0,,3,2001.0
1337500,23451,G036591,SIMPLE,4.0,,08B,2001.0
1337501,23452,G035469,THEFT OF LABOR/SERVICES,2.0,,11,2001.0
1337502,23453,G034599,STRONGARM - NO WEAPON,14.0,,3,2001.0
1337503,23454,G032626,SIMPLE,19.0,,08B,2001.0
1337505,23455,G024135,HARASSMENT BY TELEPHONE,16.0,,26,2001.0
1337506,23456,G035597,AUTOMOBILE,19.0,,7,2001.0
1337507,23457,G036733,$500 AND UNDER,2.0,,6,2001.0
1337508,23458,G035726,SIMPLE,3.0,,08A,2001.0
1337509,23459,G033512,ARMED:KNIFE/CUTTING INSTRUMENT,14.0,,3,2001.0
1337511,23460,G035892,OVER $500,17.0,,6,2001.0
1337512,23461,G033009,AUTOMOBILE,19.0,,7,2001.0
1337513,23462,G034991,STRONGARM - NO WEAPON,2.0,,3,2001.0
1337515,23463,G036430,STRONGARM - NO WEAPON,5.0,,3,2001.0
1337518,23464,G035956,AGGRAVATED: HANDGUN,14.0,,04B,2001.0
1337519,23465,G034116,"TRUCK, BUS, MOTOR HOME",25.0,,7,2001.0
1337520,23466,G035860,TO LAND,6.0,,26,2001.0
1337521,23467,G036746,TO VEHICLE,2.0,,14,2001.0
1337522,23468,G026467,SIMPLE,8.0,,08B,2001.0
1337524,23469,G035402,THEFT OF LABOR/SERVICES,24.0,,11,2001.0
1337525,23470,G034797,SIMPLE,4.0,,08B,2001.0
1337526,23471,G035060,ARMED: HANDGUN,14.0,,3,2001.0
1337527,23472,G036571,AGGRAVATED:KNIFE/CUTTING INSTR,12.0,,04B,2001.0
1337528,23473,G006373,CALL OPERATION,18.0,,16,2001.0
1337529,23474,G034619,TO LAND,4.0,,26,2001.0
1337532,23475,G034904,FORCIBLE ENTRY,14.0,,5,2001.0
1337533,23476,G036740,TO VEHICLE,6.0,,14,2001.0
1337534,23477,G017054,POSS: CRACK,18.0,,18,2001.0
1337535,23478,G036727,AUTOMOBILE,25.0,,7,2001.0
1337537,23479,G035911,TO PROPERTY,17.0,,14,2001.0
1337539,23480,G035915,SIMPLE,19.0,,08B,2001.0
1337542,23481,G007564,POSS: CANNABIS 30GMS OR LESS,22.0,,18,2001.0
1337543,23482,G033141,$500 AND UNDER,6.0,,6,2001.0
1337544,23483,G036555,AGGRAVATED: OTHER DANG WEAPON,2.0,,04B,2001.0
1337545,23484,G035035,ARMED: HANDGUN,10.0,,3,2001.0
1337546,23485,G004021,CALL OPERATION,18.0,,16,2001.0
1337549,23486,G035766,HARASSMENT BY TELEPHONE,4.0,,26,2001.0
1337550,23487,G032572,SIMPLE,18.0,,08B,2001.0
1337551,23488,G035985,SIMPLE,17.0,,08B,2001.0
1337552,23489,G033426,SIMPLE,6.0,,08A,2001.0
1337553,23490,G036308,RECKLESS CONDUCT,24.0,,24,2001.0
1337554,23491,G018159,SIMPLE,8.0,,08B,2001.0
1337555,23492,G035845,FORCIBLE ENTRY,14.0,,5,2001.0
1337556,23493,G007742,POSS: HEROIN(WHITE),11.0,,18,2001.0
1337557,23494,G035592,$500 AND UNDER,2.0,,6,2001.0
1337558,23495,G035870,$500 AND UNDER,6.0,,6,2001.0
1337559,23496,G036452,SIMPLE,2.0,,08B,2001.0
1337560,23497,G033572,SIMPLE,19.0,,08B,2001.0
1337561,23498,G034678,SIMPLE,14.0,,08B,2001.0
1337562,23499,G032742,$500 AND UNDER,4.0,,6,2001.0
1337563,23500,G014966,POSS: CANNABIS MORE THAN 30GMS,12.0,,18,2001.0
1337564,23501,G023329,THEFT OF LABOR/SERVICES,3.0,,11,2001.0
1337599,23502,G008344,POSS: CRACK,15.0,,18,2001.0
1337567,23503,G011687,MANU/DELIVER:CRACK,9.0,,18,2001.0
1337568,23504,G036751,FORCIBLE ENTRY,20.0,,5,2001.0
1337569,23505,G036757,HARASSMENT BY TELEPHONE,20.0,,26,2001.0
1337570,23506,G036750,TO VEHICLE,3.0,,14,2001.0
1337571,23507,G033896,HARASSMENT BY TELEPHONE,1.0,,26,2001.0
1337572,23508,G035598,$500 AND UNDER,2.0,,6,2001.0
1337573,23509,G036759,$500 AND UNDER,17.0,,6,2001.0
1337574,23510,G017266,POSS: HEROIN(WHITE),15.0,,18,2001.0
1337576,23511,G036193,AUTOMOBILE,19.0,,7,2001.0
1337580,23512,G036633,SIMPLE,14.0,,08B,2001.0
1337581,23513,G023870,AGG CRIMINAL SEXUAL ABUSE,8.0,,17,2001.0
1337582,23514,G034734,AUTOMOBILE,4.0,,7,2001.0
1337583,23515,G008255,SOLICIT NARCOTICS ON PUBLICWAY,15.0,,26,2001.0
1337584,23516,G035418,AUTOMOBILE,25.0,,7,2001.0
1337586,23517,G032859,SIMPLE,19.0,,08B,2001.0
1337589,23518,G034422,SIMPLE,22.0,,08B,2001.0
1337591,23519,G035652,AUTOMOBILE,2.0,,7,2001.0
1337592,23520,G022133,OBSCENE MATTER,4.0,,17,2001.0
1337593,23521,G023359,CRIMINAL SEXUAL ABUSE,8.0,,17,2001.0
1337594,23522,G034428,AGGRAVATED: OTHER DANG WEAPON,20.0,,04B,2001.0
1337595,23523,G034812,SIMPLE,4.0,,08B,2001.0
1337597,23524,G036335,$500 AND UNDER,16.0,,6,2001.0
1337598,23525,G036767,OVER $500,15.0,,6,2001.0
1337600,23526,G017112,SOLICIT NARCOTICS ON PUBLICWAY,2.0,,26,2001.0
1337601,23527,G036104,FORCIBLE ENTRY,8.0,,5,2001.0
1337602,23528,G018099,OTHER VEHICLE OFFENSE,14.0,,26,2001.0
1337603,23529,G034100,TO PROPERTY,3.0,,14,2001.0
1337604,23530,G008569,SIMPLE,8.0,,08B,2001.0
1337605,23531,G032127,SIMPLE,2.0,,08B,2001.0
1337607,23532,G022542,SOLICIT NARCOTICS ON PUBLICWAY,7.0,,26,2001.0
1337608,23533,G036051,SIMPLE,17.0,,08B,2001.0
1337610,23534,G035930,OVER $500,4.0,,6,2001.0
1337611,23535,G035485,AUTOMOBILE,1.0,,7,2001.0
1337612,23536,G008522,SOLICIT FOR BUSINESS,14.0,,16,2001.0
1337613,23537,G035965,$500 AND UNDER,14.0,,6,2001.0
1337614,23538,G035590,SIMPLE,22.0,,08B,2001.0
1337616,23539,G900508,SIMPLE,19.0,,08A,2001.0
1337617,23540,G023198,SIMPLE,8.0,,08B,2001.0
1337618,23541,G022734,FOUND SUSPECT NARCOTICS,9.0,,26,2001.0
1337619,23542,G035885,SIMPLE,6.0,,08B,2001.0
1337623,23543,G025160,SIMPLE,8.0,,08B,2001.0
1337624,23544,G035317,BOMB THREAT,2.0,,26,2001.0
1337627,23545,G035083,$500 AND UNDER,14.0,,6,2001.0
1337628,23546,G036787,TO PROPERTY,12.0,,14,2001.0
1337629,23547,G033104,SIMPLE,19.0,,08B,2001.0
1337630,23548,G017034,POSS: HEROIN(WHITE),15.0,,18,2001.0
1337631,23549,G033693,TO STATE SUP LAND,2.0,,26,2001.0
1337632,23550,G036735,HARASSMENT BY TELEPHONE,10.0,,26,2001.0
1337633,23551,G036755,OVER $500,19.0,,6,2001.0
1337634,23552,G036315,SIMPLE,2.0,,08B,2001.0
1337635,23553,G024804,POSS: COCAINE,25.0,,18,2001.0
1337636,23554,G036779,OVER $500,22.0,,6,2001.0
1337637,23555,G036285,TO VEHICLE,17.0,,14,2001.0
1337638,23556,G034687,$500 AND UNDER,2.0,,6,2001.0
1337639,23557,G035411,$500 AND UNDER,14.0,,6,2001.0
1337640,23558,G036775,FORCIBLE ENTRY,8.0,,5,2001.0
1337641,23559,G036794,$500 AND UNDER,19.0,,6,2001.0
1337642,23560,G025920,SIMPLE,8.0,,08B,2001.0
1337643,23561,G035427,$500 AND UNDER,14.0,,6,2001.0
1337644,23562,G036786,TO VEHICLE,9.0,,14,2001.0
1337645,23563,G017064,POSS: CRACK,4.0,,18,2001.0
1337646,23564,G036797,SIMPLE,9.0,,08B,2001.0
1337647,23565,G034317,TELEPHONE THREAT,19.0,,26,2001.0
1337648,23566,G036334,TO LAND,4.0,,26,2001.0
1337649,23567,G035803,SIMPLE,2.0,,08B,2001.0
1337650,23568,G035966,OVER $500,7.0,,6,2001.0
1337652,23569,G024635,THEFT OF LABOR/SERVICES,7.0,,11,2001.0
1337653,23570,G034835,$500 AND UNDER,2.0,,6,2001.0
1337654,23571,G036206,FORCIBLE ENTRY,16.0,,5,2001.0
1337655,23572,G035297,$500 AND UNDER,14.0,,6,2001.0
1337656,23573,G036801,UNLAWFUL ENTRY,25.0,,5,2001.0
1337657,23574,G036284,CREDIT CARD FRAUD,19.0,,11,2001.0
1337659,23575,G036367,UNLAWFUL USE OTHER DANG WEAPON,2.0,,15,2001.0
1337660,23576,G014981,POSS: COCAINE,8.0,,18,2001.0
1337661,23577,G023771,SIMPLE,8.0,,08B,2001.0
1337662,23578,G017915,POSS: CRACK,5.0,,18,2001.0
1337663,23579,G034899,SIMPLE,4.0,,08B,2001.0
1337664,23580,G008521,SOLICIT FOR BUSINESS,14.0,,16,2001.0
1337665,23581,G035812,SIMPLE,22.0,,08B,2001.0
1337666,23582,G036124,TO PROPERTY,2.0,,14,2001.0
1337667,23583,G032197,BOMB THREAT,7.0,,26,2001.0
1337669,23584,G021839,SOLICIT ON PUBLIC WAY,7.0,,16,2001.0
1337670,23585,G036802,TO VEHICLE,5.0,,14,2001.0
1337671,23586,G035970,TELEPHONE THREAT,6.0,,26,2001.0
1337672,23587,G024910,AGGRAVATED: OTHER DANG WEAPON,7.0,,04B,2001.0
1337673,23588,G036234,TO PROPERTY,4.0,,14,2001.0
1337674,23589,G014530,POSS: HEROIN(WHITE),2.0,,18,2001.0
1337675,23590,G034926,SIMPLE,2.0,,08A,2001.0
1337676,23591,G018356,POSS: CRACK,25.0,,18,2001.0
1337677,23592,G036661,ARMED:KNIFE/CUTTING INSTRUMENT,5.0,,3,2001.0
1337678,23593,G036154,SIMPLE,22.0,,08B,2001.0
1337679,23594,G021665,SOLICIT ON PUBLIC WAY,5.0,,16,2001.0
1337680,23595,G035743,SIMPLE,2.0,,08B,2001.0
1337681,23596,G017443,SIMPLE,8.0,,08B,2001.0
1337682,23597,G035635,ARMED: HANDGUN,25.0,,3,2001.0
1337683,23598,G034507,THEFT OF LOST/MISLAID PROP,19.0,,11,2001.0
1337684,23599,G900513,TO PROPERTY,14.0,,14,2001.0
1337685,23600,G036139,$500 AND UNDER,1.0,,6,2001.0
1337686,23601,G036331,SIMPLE,17.0,,08B,2001.0
1337687,23602,G035680,VIOLATE ORDER OF PROTECTION,3.0,,26,2001.0
1337689,23603,G036165,STRONGARM - NO WEAPON,10.0,,3,2001.0
1337690,23604,G035068,OVER $500,14.0,,6,2001.0
1337691,23605,G035972,$500 AND UNDER,6.0,,6,2001.0
1337692,23606,G036806,FORCIBLE ENTRY,24.0,,5,2001.0
1337693,23607,G014990,POSS: COCAINE,10.0,,18,2001.0
1337694,23608,G036773,$500 AND UNDER,19.0,,6,2001.0
1337695,23609,G036811,$500 AND UNDER,3.0,,6,2001.0
1337696,23610,G021664,SOLICIT ON PUBLIC WAY,5.0,,16,2001.0
1337697,23611,G025996,SIMPLE,8.0,,08B,2001.0
1337698,23612,G036561,SIMPLE,5.0,,08B,2001.0
1337699,23613,G036252,SIMPLE,2.0,,08A,2001.0
1337700,23614,G035013,AUTOMOBILE,25.0,,7,2001.0
1337701,23615,G036271,SIMPLE,22.0,,08B,2001.0
1337703,23616,G036588,BY FIRE,7.0,,9,2001.0
1337704,23617,G036427,$500 AND UNDER,14.0,,6,2001.0
1337705,23618,G034970,TO STATE SUP LAND,19.0,,26,2001.0
1337706,23619,G035048,SIMPLE,2.0,,08B,2001.0
1337707,23620,G021697,SOLICIT ON PUBLIC WAY,14.0,,16,2001.0
1337708,23621,G036363,TO PROPERTY,17.0,,14,2001.0
1337710,23622,G015574,POSS: SYNTHETIC DRUGS,12.0,,18,2001.0
1337712,23623,G036816,TO VEHICLE,25.0,,14,2001.0
1337714,23624,G022285,$500 AND UNDER,3.0,,6,2001.0
1337715,23625,G034861,SIMPLE,5.0,,08B,2001.0
1337716,23626,G021969,POSS: CANNABIS 30GMS OR LESS,25.0,,18,2001.0
1337717,23627,G036142,SIMPLE,2.0,,08B,2001.0
1337719,23628,G036515,ATTEMPT FORCIBLE ENTRY,4.0,,5,2001.0
1337720,23629,G024534,SIMPLE,8.0,,08A,2001.0
1337721,23630,G019799,FOUND SUSPECT NARCOTICS,10.0,,26,2001.0
1337722,23631,G036823,TO VEHICLE,8.0,,14,2001.0
1337723,23632,G035419,SIMPLE,4.0,,08B,2001.0
1337725,23633,G035281,OVER $500,2.0,,6,2001.0
1337727,23634,G036392,SIMPLE,17.0,,08B,2001.0
1337728,23635,G033117,TO LAND,19.0,,26,2001.0
1337729,23636,G036356,SIMPLE,14.0,,08B,2001.0
1337730,23637,G019166,FOUND SUSPECT NARCOTICS,3.0,,26,2001.0
1337731,23638,G036770,AUTOMOBILE,14.0,,7,2001.0
1337732,23639,G018534,POSS: CANNABIS 30GMS OR LESS,8.0,,18,2001.0
1337733,23640,G011671,MANU/DELIVER:CRACK,9.0,,18,2001.0
1337735,23641,G035575,FORCIBLE ENTRY,2.0,,5,2001.0
1337736,23642,G032453,SIMPLE,5.0,,08A,2001.0
1337737,23643,G036824,OVER $500,18.0,,6,2001.0
1337738,23644,G031575,AGGRAVATED: OTHER DANG WEAPON,7.0,,04B,2001.0
1337739,23645,G035420,FORCIBLE ENTRY,2.0,,5,2001.0
1337740,23646,G035365,SIMPLE,4.0,,08B,2001.0
1337741,23647,G035775,FORCIBLE ENTRY,16.0,,5,2001.0
1337742,23648,G021477,POSS: CRACK,18.0,,18,2001.0
1337743,23649,G035578,TO PROPERTY,14.0,,14,2001.0
1337745,23650,G019370,SOLICIT ON PUBLIC WAY,2.0,,16,2001.0
1337746,23651,G035349,AUTOMOBILE,9.0,,7,2001.0
1337747,23652,G035572,TO PROPERTY,2.0,,14,2001.0
1337748,23653,G033494,TO VEHICLE,15.0,,14,2001.0
1337749,23654,G036466,$500 AND UNDER,17.0,,6,2001.0
1337750,23655,G035564,PUBLIC INDECENCY,2.0,,17,2001.0
1337751,23656,G035282,AGGRAVATED:KNIFE/CUTTING INSTR,20.0,,04B,2001.0
1337752,23657,G034233,SIMPLE,19.0,,08B,2001.0
1337753,23658,G036620,SIMPLE,22.0,,08B,2001.0
1337754,23659,G036820,ATT: AUTOMOBILE,16.0,,7,2001.0
1337755,23660,G032372,SIMPLE,7.0,,08B,2001.0
1337757,23661,G019373,SOLICIT ON PUBLIC WAY,2.0,,16,2001.0
1337758,23662,G010759,POSS: CRACK,15.0,,18,2001.0
1337759,23663,G036035,AGGRAVATED: HANDGUN,6.0,,04A,2001.0
1337760,23664,G035709,STRONGARM - NO WEAPON,2.0,,3,2001.0
1337761,23665,G034943,OTHER CRIME INVOLVING PROPERTY,9.0,,26,2001.0
1337762,23666,G008564,POSS: COCAINE,10.0,,18,2001.0
1337763,23667,G035914,AGGRAVATED: OTHER DANG WEAPON,2.0,,04B,2001.0
1337764,23668,G036830,TO VEHICLE,19.0,,14,2001.0
1337765,23669,G019793,LIQUOR LICENSE VIOLATION,15.0,,22,2001.0
1337766,23670,G033716,SIMPLE,19.0,,08B,2001.0
1337767,23671,G010648,SIMPLE,8.0,,08B,2001.0
1337768,23672,G035873,TO PROPERTY,24.0,,14,2001.0
1337769,23673,G029328,TO PROPERTY,10.0,,14,2001.0
1337770,23674,G035079,STRONGARM - NO WEAPON,25.0,,3,2001.0
1337771,23675,G033881,SIMPLE,7.0,,08A,2001.0
1337772,23676,G033526,ARMED: HANDGUN,16.0,,3,2001.0
1337773,23677,G031279,STRONGARM - NO WEAPON,22.0,,3,2001.0
1337774,23678,G035838,TO LAND,14.0,,26,2001.0
1337776,23679,G033959,TO VEHICLE,15.0,,14,2001.0
1337777,23680,G033812,SIMPLE,3.0,,08B,2001.0
1337778,23681,G036845,HARASSMENT BY TELEPHONE,20.0,,26,2001.0
1337779,23682,G034663,SIMPLE,2.0,,08B,2001.0
1337780,23683,G019965,SOLICIT ON PUBLIC WAY,25.0,,16,2001.0
1337781,23684,G035940,SIMPLE,2.0,,08B,2001.0
1337782,23685,G036514,ARMED:KNIFE/CUTTING INSTRUMENT,1.0,,3,2001.0
1337784,23686,G036251,TO VEHICLE,14.0,,14,2001.0
1337785,23687,G019791,SOLICIT ON PUBLIC WAY,18.0,,16,2001.0
1337787,23688,G036842,$500 AND UNDER,8.0,,6,2001.0
1337788,23689,G034724,SIMPLE,2.0,,08B,2001.0
1337789,23690,G011534,MANU/DELIVER:CRACK,7.0,,18,2001.0
1337790,23691,G034229,AUTOMOBILE,9.0,,7,2001.0
1337791,23692,G029177,SIMPLE,9.0,,08B,2001.0
1337792,23693,G036418,TO PROPERTY,10.0,,14,2001.0
1337793,23694,G034959,AGGRAVATED,10.0,,3,2001.0
1337794,23695,G035739,$500 AND UNDER,16.0,,6,2001.0
1337795,23696,G036137,SIMPLE,5.0,,08B,2001.0
1337796,23697,G036194,ARMED: HANDGUN,25.0,,3,2001.0
1337798,23698,G036036,SIMPLE,2.0,,08B,2001.0
1337799,23699,G034326,SIMPLE,7.0,,08B,2001.0
1337800,23700,G036636,FORCIBLE ENTRY,22.0,,5,2001.0
1337801,23701,G018168,SOLICIT ON PUBLIC WAY,7.0,,16,2001.0
1337803,23702,G023227,FRAUD OR CONFIDENCE GAME,3.0,,11,2001.0
1337804,23703,G005135,POSS: CANNABIS 30GMS OR LESS,2.0,,18,2001.0
1337806,23704,G036349,HARASSMENT BY TELEPHONE,24.0,,26,2001.0
1337808,23705,G035442,SIMPLE,5.0,,08A,2001.0
1337809,23706,G031102,SIMPLE,2.0,,08B,2001.0
1337810,23707,G035115,TO VEHICLE,4.0,,14,2001.0
1337811,23708,G034565,FORCIBLE ENTRY,16.0,,5,2001.0
1337812,23709,G021362,MANU/DELIVER:CRACK,20.0,,18,2001.0
1337813,23710,G036083,SIMPLE,2.0,,08B,2001.0
1337814,23711,G018901,SOLICIT ON PUBLIC WAY,8.0,,16,2001.0
1337816,23712,G036594,TO VEHICLE,9.0,,14,2001.0
1337817,23713,G035641,SIMPLE,5.0,,08B,2001.0
1337819,23714,G036434,TO LAND,20.0,,26,2001.0
1337820,23715,G034594,TO VEHICLE,10.0,,14,2001.0
1337822,23716,G035589,HARASSMENT BY ELECTRONIC MEANS,24.0,,26,2001.0
1337823,23717,G035678,TO PROPERTY,7.0,,14,2001.0
1337824,23718,G019626,SOLICIT ON PUBLIC WAY,9.0,,16,2001.0
1337825,23719,G028922,TO STATE SUP LAND,2.0,,26,2001.0
1337826,23720,G035977,FORGERY,19.0,,10,2001.0
1337828,23721,G036112,$500 AND UNDER,2.0,,6,2001.0
1337829,23722,G036155,$500 AND UNDER,14.0,,6,2001.0
1337830,23723,G029223,$500 AND UNDER,9.0,,6,2001.0
1337831,23724,G022862,POSS: CANNABIS 30GMS OR LESS,20.0,,18,2001.0
1337832,23725,G036138,ARMED: HANDGUN,25.0,,3,2001.0
1337834,23726,G036859,OVER $500,24.0,,6,2001.0
1337836,23727,G036052,ENDANGERING LIFE/HEALTH CHILD,6.0,,26,2001.0
1337837,23728,G036264,FORCIBLE ENTRY,16.0,,5,2001.0
1337838,23729,G031985,OTHER VEHICLE OFFENSE,15.0,,26,2001.0
1337839,23730,G035734,SIMPLE,3.0,,08A,2001.0
1337840,23731,G900520,SIMPLE,2.0,,08B,2001.0
1337841,23732,G036198,FORCIBLE ENTRY,10.0,,5,2001.0
1337843,23733,G026415,SIMPLE,8.0,,08B,2001.0
1337844,23734,G035736,SIMPLE,7.0,,08B,2001.0
1337845,23735,G036171,SIMPLE,2.0,,08B,2001.0
1337846,23736,G033105,TO VEHICLE,20.0,,14,2001.0
1337847,23737,G034014,SIMPLE,14.0,,08A,2001.0
1337848,23738,G022247,POSS: CANNABIS MORE THAN 30GMS,22.0,,18,2001.0
1337849,23739,G900551,TO PROPERTY,24.0,,14,2001.0
1337850,23740,G900522,AGG PO HANDS NO/MIN INJURY,2.0,,08B,2001.0
1337851,23741,G035815,SIMPLE,16.0,,08B,2001.0
1337852,23742,G034757,SIMPLE,5.0,,08B,2001.0
1337853,23743,G035675,$500 AND UNDER,14.0,,6,2001.0
1337855,23744,G036537,TO VEHICLE,9.0,,14,2001.0
1337856,23745,G035742,TO PROPERTY,7.0,,14,2001.0
1337857,23746,G026027,POSS: PCP,25.0,,18,2001.0
1337858,23747,G035534,FORCIBLE ENTRY,22.0,,5,2001.0
1337859,23748,G034543,$500 AND UNDER,2.0,,6,2001.0
1337860,23749,G035987,ATTEMPT ARSON,9.0,,9,2001.0
1337861,23750,G028207,OVER $500,8.0,,6,2001.0
1337862,23751,G036205,SIMPLE,2.0,,08B,2001.0
1337863,23752,G036446,TO VEHICLE,14.0,,14,2001.0
1337864,23753,G034583,UNLAWFUL POSS OF HANDGUN,10.0,,15,2001.0
1337865,23754,G035691,SIMPLE,5.0,,08A,2001.0
1337866,23755,G035906,$500 AND UNDER,7.0,,6,2001.0
1337868,23756,G036868,TO VEHICLE,5.0,,14,2001.0
1337869,23757,G032008,VIOLATE ORDER OF PROTECTION,15.0,,26,2001.0
1337870,23758,G034086,TO PROPERTY,24.0,,14,2001.0
1337871,23759,G034531,SIMPLE,14.0,,08B,2001.0
1337872,23760,G022896,POSS: HEROIN(WHITE),2.0,,18,2001.0
1337873,23761,G034409,TO PROPERTY,20.0,,14,2001.0
1337875,23762,G034475,SIMPLE,3.0,,08B,2001.0
1337876,23763,G032656,AGG PO HANDS NO/MIN INJURY,14.0,,08B,2001.0
1337877,23764,G036863,OVER $500,18.0,,6,2001.0
1337878,23765,G033984,FORCIBLE ENTRY,20.0,,5,2001.0
1337880,23766,G033474,THEFT/RECOVERY: AUTOMOBILE,1.0,,7,2001.0
1337881,23767,G036488,SIMPLE,5.0,,08B,2001.0
1337882,23768,G035957,SIMPLE,7.0,,08B,2001.0
1337884,23769,G027705,$500 AND UNDER,8.0,,6,2001.0
1337886,23770,G036484,$500 AND UNDER,2.0,,6,2001.0
1337887,23771,G019354,SOLICIT ON PUBLIC WAY,19.0,,16,2001.0
1337888,23772,G036470,TELEPHONE THREAT,9.0,,26,2001.0
1337889,23773,G022866,POSS: CRACK,19.0,,18,2001.0
1337891,23774,G033595,$500 AND UNDER,22.0,,6,2001.0
1337893,23775,G034613,TO VEHICLE,14.0,,14,2001.0
1337894,23776,G036882,FORCIBLE ENTRY,16.0,,5,2001.0
1337896,23777,G900548,$500 AND UNDER,10.0,,6,2001.0
1337898,23778,G019368,SOLICIT ON PUBLIC WAY,2.0,,16,2001.0
1337899,23779,G036048,TO PROPERTY,7.0,,14,2001.0
1337901,23780,G036854,TO VEHICLE,4.0,,14,2001.0
1337902,23781,G036881,OVER $500,19.0,,6,2001.0
1337903,23782,G030047,POSS: CRACK,2.0,,18,2001.0
1337904,23783,G034923,SIMPLE,16.0,,08B,2001.0
1337905,23784,G027591,$500 AND UNDER,8.0,,6,2001.0
1337906,23785,G022251,POSS: CANNABIS 30GMS OR LESS,25.0,,18,2001.0
1337907,23786,G026521,POSS: CRACK,2.0,,18,2001.0
1337908,23787,G036874,$500 AND UNDER,10.0,,6,2001.0
1337910,23788,G034883,SIMPLE,4.0,,08B,2001.0
1337912,23789,G033771,SIMPLE,3.0,,08A,2001.0
1337913,23790,G036072,SIMPLE,7.0,,08A,2001.0
1337914,23791,G036892,THEFT/RECOVERY: AUTOMOBILE,3.0,,7,2001.0
1337915,23792,G035345,ATTEMPT THEFT,22.0,,6,2001.0
1337916,23793,G036282,OTHER VEHICLE OFFENSE,16.0,,26,2001.0
1337917,23794,G035831,SIMPLE,5.0,,08B,2001.0
1337918,23795,G031532,OVER $500,10.0,,6,2001.0
1337919,23796,G036613,OVER $500,4.0,,6,2001.0
1337921,23797,G001716,POSS: CRACK,6.0,,18,2001.0
1337922,23798,G036879,$500 AND UNDER,1.0,,6,2001.0
1337923,23799,G034359,SIMPLE,20.0,,08B,2001.0
1337924,23800,G036357,TO VEHICLE,9.0,,14,2001.0
1337925,23801,G030402,BOMB THREAT,15.0,,26,2001.0
1337927,23802,G018022,POSS: CRACK,25.0,,18,2001.0
1337928,23803,G036114,TO PROPERTY,7.0,,14,2001.0
1337929,23804,G002044,POSS: CANNABIS 30GMS OR LESS,5.0,,18,2001.0
1337930,23805,G035697,$500 AND UNDER,10.0,,6,2001.0
1337931,23806,G035304,TO LAND,5.0,,26,2001.0
1337932,23807,G021899,SIMPLE,16.0,,08A,2001.0
1337933,23808,G036508,FORCIBLE ENTRY,20.0,,5,2001.0
1337935,23809,G025548,TO PROPERTY,11.0,,14,2001.0
1337936,23810,G036077,TO PROPERTY,6.0,,14,2001.0
1337937,23811,G034458,AUTOMOBILE,3.0,,7,2001.0
1337939,23812,G026486,POSS: CANNABIS 30GMS OR LESS,2.0,,18,2001.0
1337940,23813,G036030,AUTOMOBILE,5.0,,7,2001.0
1337942,23814,G036359,ARMED: HANDGUN,25.0,,3,2001.0
1337943,23815,G036840,AUTOMOBILE,17.0,,7,2001.0
1337944,23816,G036272,TO VEHICLE,9.0,,14,2001.0
1337945,23817,G036148,FORCIBLE ENTRY,7.0,,5,2001.0
1337946,23818,G032964,$500 AND UNDER,9.0,,6,2001.0
1337947,23819,G033274,SIMPLE,5.0,,08A,2001.0
1337948,23820,G029160,SIMPLE,11.0,,08B,2001.0
1337949,23821,G035872,OVER $500,10.0,,6,2001.0
1337950,23822,G010871,LIQUOR LICENSE VIOLATION,14.0,,22,2001.0
1337951,23823,G036530,AGGRAVATED,2.0,,3,2001.0
1337953,23824,G036152,TO PROPERTY,7.0,,14,2001.0
1337954,23825,G900550,SIMPLE,20.0,,08B,2001.0
1337955,23826,G035203,FINAN EXPLOIT-ELDERLY/DISABLED,16.0,,11,2001.0
